TCP,EEBO,VID,STC,Status,Author,Date,Title,Terms,Pages
N00760,,,Evans 916,Free,"Leeds, Daniel, 1652-1720.",1701,"A challenge to Caleb Pusey, and a check to his lies & forgeries, &c.","Pusey, Caleb, 1650?-1727. -- Satan's harbinger encountered.; Society of Friends -- Doctrinal and controversial works.",5
N00761,,,Evans 917; Wing M949,Free,Massachusetts.,1700,"Acts and laws, passed by the Great and General Court or Assembly of the province of the Massachusetts Bay in New England: begun and held at Boston, the thirty-first of May, 1699. And continued by several prorogations unto Wednesday the thirteenth of March following, and then sat.; Laws, etc. (Session laws : 1700 Mar.)",,19
N00762,,,Evans 918; Wing M949,Free,Massachusetts.,1700,"Acts and laws, passed by the Great and General Court or Assembly of His Majesty's province of the Massachusetts Bay, in New England: begun and held at Boston, on Wednesday the twenty ninth of May, 1700.; Laws, etc. (Session laws : 1700 May)",,17
N00763,,,Evans 919; Wing M979A,Free,Massachusetts.,1700,"At a Great and General Court or Assembly of His Majesty's province of the Massachusetts Bay in New England, begun and held at Boston upon Wednesday the thirty first day of May 1699. And continued by several prorogations unto Wednesday the thirteenth day of March following. In the twelfth year of His Majesty's reign. An act for granting unto His Majesty, a tax upon polls and estates.; Tax Act (1700 Mar.)",Taxation -- Massachusetts -- Law.; Massachusetts -- Appropriations and expenditures.,7
N00764,,,Evans 920; Wing M979,Free,Massachusetts.,1700,"At a Great and General Court or Assembly of His Majesty's province of the Massachusetts Bay in New England, begun and held at Boston upon Wednesday the twenty-ninth of May, 1700.; Tax Act (1700 July)",Taxation -- Massachusetts -- Law.; Massachusetts -- Appropriations and expenditures.,5
N00765,,,Evans 921; Wing M1090,Free,"Mather, Cotton, 1663-1728.",1700,"A cloud of witnesses; darting out light upon a case, too unseasonably made seasonable to be discoursed on.",Dance -- Moral and ethical aspects.,9
N00766,,,Evans 923; Wing M1104,Free,"Mather, Cotton, 1663-1728.; Mather, Increase, 1639-1723.; Higginson, John, 1616-1708.; Willard, Samuel, 1640-1707.",1700,"The everlasting Gospel. The Gospel of justification by the righteousness of God; as it is held and preached in the churches of New England: expressed in a brief discourse on that important article; made at Boston in the year, 1699. / By Cotton Mather. ; And, asserted with the attestations, of several Reverend and eminent persons, now most considerable in those churches.",Congregationalism.; Presbyterianism.; Justification.; Hymns.,109
N00767,,,Evans 925; Wing M1113,Free,"Mather, Cotton, 1663-1728.",1700,"Grace triumphant. Or, A notable exemple [sic] of a great sinner, becoming a great saint. Improved for the direction and encouragement, of them that have sinned exceedingly, to seek salvation from all their sins. : [Three lines of quotation in Latin]",Salvation.,45
N00768,,,Evans 926; Wing M1114,Free,"Mather, Cotton, 1663-1728.",1700,"The great physician, inviting them that are sensible of their internal maladies, to repair unto him for his heavenly remedies. A brief discourse, meditated by one under bodily illness, and profitable for all that are under spiritual. : [Two lines in Latin from Ambrose]","Sin, Original.; Diseases -- Causes and theories of causation.; Sermons.",37
N00769,,,Evans 927; Wing M1130,Free,"Mather, Cotton, 1663-1728.; Foster, John, d. 1711, dedicatee.",1700,"A monitory letter about the maintenance [sic] of an able and faithful ministry. Directed unto those people, who sin against, & sin away the Gospel, by not supporting the worthy preachers of the Gospel. : A decree of a national synod of reformed churches at Paris. ...","Clergy -- Salaries, etc.",17
N00770,,,Evans 928; Wing M1129,Free,"Mather, Cotton, 1663-1728.",1700,"A monitory, and hortatory letter, to those English, who debauch the Indians, by selling strong drink unto them. Written at the desire of some Christians, to whom the mischiefs arising from that vile trade, are matters of much apprehension and lamentation. : [Eleven lines of quotations in Latin]",Indians of North America -- Alcohol use; Indians of North America -- New England.,17
N00771,,,Evans 929; Wing M1132,Free,"Cambridge Synod; Mather, Cotton, 1663-1728, comp.",1700,"The old principles of New England. Or, Thirty three articles extracted from, and contrasting of, The platform of church discipline, agreed, by the renowned synod, of churches from four colonies, assembled at Cambridge, 1647.; Platform of church discipline. Selections",Congregational churches -- New England -- Discipline.; Church polity.,17
N00772,,,Evans 930; Wing M1139,Free,"Mather, Cotton, 1663-1728.; Massachusetts. General Court.",1700,"A pillar of gratitude. Or, A brief recapitulation, of the matchless favors, with which the God of heaven, has obliged the hearty praises, of his New England Israel. A sermon delivered in the audience of His Excellency, the Earl of Bellomont, captain general, and governor in chief, and of the Council & Representatives, of the General Assembly of the province of the Massachusetts Bay, convened at Boston, in New England. On May 29 1700 the day, for the election of counselors, in the province. / By Cotton Mather. ; Whereto there is appendixed, an extract of some accounts, concerning the wonderful success of the glorious Gospel, in the East Indies. ; [One line of Latin quotation]",Massachusetts -- Politics and government -- To 1775; Election sermons -- Massachusetts -- 1700.,48
N00773,,,Evans 931; Wing M1144,Free,"Mather, Cotton, 1663-1728.",1700,"Reasonable religion. Or, The truth of the Christian religion, demonstrated. The wisdom of its precepts justified: and the folly of sinning against those precepts, reprehended. With incontestable proofs, that men, who would act reasonably, must live religiously. / By Cotton Mather.",Christianity.,72
N00774,,,Evans 932; Wing M1145,Free,"Mather, Cotton, 1663-1728.",1700,"The religious mariner. A brief discourse tending to direct the course of seamen, in those points of religion, which may bring them to the port, of eternal happiness. : [Two lines from Matthew]",Sailors -- Religious life.; Sermons -- 1700.,40
N00776,,,Evans 934; Wing M1158A,Free,"Mather, Cotton, 1663-1728.",1700,"Things that young people should think upon. Or, The death of young people improved, in some lively admonitions to the living. With consolations, to the bereaved parents of such young people, as are by an early, (and perhaps a sudden) death, taken from them. : On Job I. 19. ... : [Two lines from Zechariah in Latin]","Cunnabell, Robert, 1690?-1700.; Comer, Thomas, d. 1700.; Salter, William, d. 1700.; Youth -- Conduct of life.; Death.",15
N00777,,,Evans 935; Evans 881; Wing M1165,Free,"Mather, Cotton, 1663-1728.; Mather, Increase, 1639-1723.; Mather, Cotton, 1663-1728. Something to be known by all the churches.",1700,"A warning to the flocks against wolves in sheeps clothing. Or, A faithful advice, from several ministers of the Gospel, in and near Boston, unto the churches of New England, relating to the dangers that may arise from impostors, pretending to be ministers. : With a brief history of some impostors, remarkably and seasonably detected written, by one of the ministers in Boston, to assert that advice, and prevent future mischiefs. : [Five lines of Scripture texts]","May, Samuel.; Impostors and imposture -- New England.; Sermons -- 1699.; Booksellers' advertisements -- Massachusetts -- Boston.",80
N00779,,,Evans 938; Wing M1235,Free,"Mather, Increase, 1639-1723.",1700,"The order of the Gospel, professed and practiced by the churches of Christ in New England, justified, by the Scripture, and by the writings of many learned men, both ancient and modern divines; in answer to several questions, relating to church discipline / by Increase Mather, president of Harvard College in Cambridge, and teacher of a church at Boston in New England. ; [Five lines of Scripture texts]",Church polity.; Church discipline.; Congregational churches -- Government.,145
N00781,,,Evans 940,Free,New York (State).,1700,"The 2d sessions of the seventh Assembly. Beginning the 29th day of July, 1700. and ending the 9th of August, anno regni Regis & Reginae Gulielmi, Angliae, Scotiae, Franciae & Hiberniae, duodecim.; Laws, etc. (Session laws : 1700 July)",,6
N00782,,,Evans 941,Free,New York (State).,1700,"Acts passed the 7th Assembly and 3d session, beginning the first day of October, 1700. and ending the second day of November, anno regni Regis & Regina Gulielmi, Angliae, Scotiae, Franciae & Hiberniae, duodecim.; Laws, etc. (Session laws : 1700 Oct.)",,11
N00783,,,Evans 942; Wing B1843,Free,"New York (State). Governor (School-1701 : Bellomont).; Bellomont, Richard Coote, Earl of, 1636-1701.",1700,"By His Excellency Richard Earl of Bellomont, captain general and governor in chief of His Majesty's province of New York ... A proclamation[.] Whereas in the month of November last past, one Henry Mundry, commander of a merchant ship, called, the John Hopewell of London, had his ship pyratically plundered upon the coast of Garace, by one Henry King, a notorious pyrate ... Given at Fort William Henry the 26th day of July ... annoq; Domini, 1700.",Pirates.; Broadsides.,2
N00784,,,Evans 943; Wing B1847,Free,"New York (State). Governor (School-1701 : Bellomont).; Bellomont, Richard Coote, Earl of, 1636-1701.; New York (State). General Assembly.",1700,"His Excellency the Earl of Bellomont's speech to the House of Representatives convened in General Assembly at New York the 29th day of July, 1700.",Indians of North America -- New York (State) -- Government relations.; Broadsides.,2
N00785,,,Evans 944; Wing S4563,Free,"New York (State). General Assembly.; Bellomont, Richard Coote, Earl of, 1636-1701.; New York (State). Governor (School-1701 : Bellomont).",1700,"Some queries sent up to His Excellency the Earl of Bellomont, by the House of Representatives of the province of New York the 27th Jan. 1700 concerning His Excellency's proposition to them of building a fort for defense of the Five Nations of Indians.",Fortification -- New York (State).; New York (State) -- Defenses.,3
N00786,,,Evans 945; Wing T1348,Free,"New York (State). General Assembly.; Bellomont, Richard Coote, Earl of, 1636-1701.; New York (State). Governor (School-1701 : Bellomont).",1700,"To His Excellency Richard Earl of Bellomont capt[.] general and governor in chief of the province of New York, Massachusetts Bay and New Hampshire, and vice admiral of the same, &c. The humble address of the representatives for His Majesty's province of New York, convened in General Assembly.",New York (State) -- Politics and government -- To 1775.; Broadsides.,2
